,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
444,Moussoro,TD,13.6408,16.4901,86.56,44,84,8.19,broken clouds
445,Zhuanghe,CN,39.7008,122.9911,48.4,38,0,13.2,clear sky
446,Shizilu,CN,35.1711,118.8289,53.89,53,76,8.66,broken clouds
447,Asau,RO,46.4333,26.4,45.52,92,10,5.1,clear sky
448,Sterling,US,39.0062,-77.4286,52.02,89,100,14.97,overcast clouds
449,Vao,NC,-22.6667,167.4833,68.72,59,2,7.78,clear sky
450,Tevriz,RU,57.509,72.4042,45.28,96,82,4.12,broken clouds
451,Surskoye,RU,54.4821,46.7214,44.78,85,100,3.0,overcast clouds
452,Nalgonda,IN,17.05,79.2667,75.58,86,100,5.79,light rain
453,Atambua,ID,-9.1061,124.8925,81.77,67,100,0.94,overcast clouds
454,Alofi,NU,-19.0595,-169.9187,77.63,81,14,15.79,few clouds
455,Vestmannaeyjar,IS,63.4427,-20.2734,43.05,77,100,33.55,overcast clouds
456,Lichinga,MZ,-13.3128,35.2406,59.09,63,0,9.22,clear sky
457,Mezica,SI,46.5214,14.8544,45.86,93,3,2.55,clear sky
458,Ngunguru,NZ,-35.6167,174.5,62.82,53,100,13.29,light rain
459,Zhovtneve,UA,50.6637,24.2492,43.39,90,13,8.08,few clouds
460,San Juan,AR,-31.5375,-68.5364,67.51,40,26,22.59,scattered clouds
461,Kharan,PK,28.5833,65.4167,73.31,12,0,4.94,clear sky
462,Mwinilunga,ZM,-11.7358,24.4293,64.67,33,39,3.13,scattered clouds
463,Villa Rica,US,33.7321,-84.9191,67.39,93,0,3.96,clear sky
464,Kiama,AU,-34.6833,150.8667,62.38,82,100,5.99,light rain
465,Haines Junction,CA,60.7522,-137.5108,47.17,80,100,1.36,overcast clouds
466,Oranjemund,NA,-28.55,16.4333,54.52,90,5,12.15,clear sky
467,Kuryk,KZ,43.2,51.65,62.73,25,0,19.42,clear sky
468,Port Keats,AU,-14.25,129.55,89.26,54,0,4.36,clear sky
469,Carora,VE,10.1755,-70.0827,77.65,77,57,1.99,broken clouds
470,Krasnoselkup,RU,65.7,82.4667,36.09,96,100,15.28,light rain
471,Kumbo,CM,6.2,10.6667,58.06,94,100,2.66,overcast clouds
472,Den Helder,NL,52.9599,4.7593,62.58,89,100,24.0,overcast clouds
473,Los Llanos De Aridane,ES,28.6585,-17.9182,77.13,59,0,5.99,clear sky
474,Lewiston,US,44.1003,-70.2148,53.24,90,85,1.01,overcast clouds
475,Bathsheba,BB,13.2167,-59.5167,80.58,82,100,27.25,overcast clouds
476,Kosonsoy,UZ,41.2561,71.5508,50.56,39,0,6.53,clear sky
477,Arkhipo-Osipovka,RU,44.37,38.52,58.8,79,100,8.99,overcast clouds
478,Pathein,MM,16.7833,94.7333,77.95,89,79,5.66,broken clouds
479,Tamiahua,MX,21.2667,-97.45,75.69,82,74,5.03,broken clouds
480,Labrea,BR,-7.2586,-64.7981,78.93,67,100,1.92,overcast clouds
481,Nushki,PK,29.5542,66.0215,65.3,13,0,1.16,clear sky
482,Visby,SE,57.6409,18.296,55.62,88,75,12.66,broken clouds
483,Hamilton,US,39.1834,-84.5333,59.43,62,0,4.61,clear sky
484,Faya,SA,18.3851,42.4509,63.12,28,17,7.43,few clouds
485,Puerto El Triunfo,SV,13.2833,-88.55,77.04,87,95,1.83,overcast clouds
486,Inuvik,CA,68.3499,-133.7218,33.8,91,8,9.57,clear sky
487,Tiznit,MA,29.5833,-9.5,68.86,49,8,3.31,clear sky
488,Alanya,TR,36.5438,31.9998,69.93,60,13,3.22,few clouds
489,Riviere-Au-Renard,CA,48.9957,-64.3971,51.89,69,100,5.23,overcast clouds
490,Poltavka,RU,54.3663,71.7632,40.71,69,68,8.77,broken clouds
491,Juba,SS,4.8517,31.5825,67.5,96,28,1.86,light rain
492,Detchino,RU,54.8092,36.3075,43.25,94,100,8.79,overcast clouds
493,Roma,US,43.2128,-75.4557,53.67,92,100,4.61,overcast clouds
494,Ismailia,EG,30.6043,32.2723,69.4,82,0,5.3,clear sky
495,Arica,CL,-18.475,-70.3042,59.23,67,100,5.75,overcast clouds
496,Bilma,NE,18.6853,12.9164,85.64,19,0,1.21,clear sky
497,Sabya,SA,17.1495,42.6254,86.18,57,12,4.21,few clouds
498,Nchelenge,ZM,-9.3451,28.734,72.21,46,100,0.4,overcast clouds
499,Dhilwan,IN,31.5169,75.35,71.94,70,0,5.32,clear sky
500,Smederevo,RS,44.6628,20.93,48.81,95,16,2.75,few clouds
501,Tupelo,US,34.2576,-88.7034,64.69,51,0,5.75,clear sky
502,Elin Pelin,BG,42.6667,23.6,48.38,100,100,2.3,overcast clouds
503,Leh,IN,34.1667,77.5833,42.91,55,2,4.0,clear sky
504,Ayolas,PY,-27.4,-56.9,60.64,62,0,7.14,clear sky
505,Waingapu,ID,-9.6567,120.2641,84.22,68,48,7.27,scattered clouds
506,Saint-Andre-Avellin,CA,45.7168,-75.066,48.97,71,8,1.01,clear sky
507,Oussouye,SN,12.485,-16.5469,79.11,89,15,5.7,few clouds
508,Helong,CN,42.5397,128.9972,42.96,28,0,2.15,clear sky
509,Rawson,AR,-43.3002,-65.1023,64.15,37,99,9.31,overcast clouds
510,Sola,VU,-13.8833,167.55,80.71,77,49,17.0,scattered clouds
511,Hargeysa,SO,9.56,44.065,68.74,62,100,12.03,overcast clouds
512,Cortez,US,37.3489,-108.5859,63.36,54,0,10.36,clear sky
513,Pomichna,UA,48.2422,31.4158,47.77,87,100,10.51,overcast clouds
514,Tukrah,LY,32.5341,20.5791,73.33,68,0,14.56,clear sky
515,Keetmanshoop,NA,-26.5833,18.1333,63.82,21,0,5.68,clear sky
516,Samarai,PG,-10.6167,150.6667,81.45,84,100,17.25,heavy intensity rain
517,Kerman,IR,30.2832,57.0788,51.66,30,0,0.0,clear sky
518,Byron Bay,AU,-28.65,153.6167,70.95,54,100,8.08,overcast clouds
519,Qui Nhon,VN,13.7667,109.2333,79.12,85,100,6.22,overcast clouds
520,Shaowu,CN,27.3409,117.4831,81.21,72,91,1.1,overcast clouds
521,Mirnyy,RU,62.5353,113.9611,26.24,79,100,15.99,overcast clouds
522,Poya,NC,-21.35,165.15,78.01,45,0,9.06,clear sky
523,Broome,US,42.2506,-75.833,51.19,81,100,9.22,overcast clouds
524,Ureki,GE,41.9956,41.7786,66.16,91,100,3.02,overcast clouds
525,Strezhevoy,RU,60.7333,77.5889,36.14,93,100,7.47,overcast clouds
526,Deulgaon Raja,IN,20.0167,76.0333,72.43,77,100,9.84,overcast clouds
527,Kerema,PG,-7.9631,145.7785,86.81,70,94,6.38,overcast clouds
528,Port Blair,IN,11.6667,92.75,81.12,79,100,5.61,overcast clouds
529,La Palma,US,33.8464,-118.0467,86.81,70,0,8.05,clear sky
530,Floro,NO,61.5996,5.0328,51.76,87,75,9.22,broken clouds
531,Nelson Bay,AU,-32.7167,152.15,64.11,87,100,10.0,light rain
532,Talcahuano,CL,-36.7167,-73.1167,51.48,100,75,1.14,broken clouds
533,Lachi,PK,33.3833,71.3386,77.81,44,0,2.17,clear sky
534,Abnub,EG,27.2696,31.1511,74.77,42,0,7.4,clear sky
535,Buala,SB,-8.145,159.5921,84.29,72,78,11.77,light rain
536,Carlagan,PH,14.975,122.0456,82.87,78,100,7.07,light rain
537,Soyo,AO,-6.1349,12.3689,75.02,87,100,5.57,overcast clouds
538,Eureka,US,40.8021,-124.1637,72.68,79,75,5.01,broken clouds
539,Olinda,BR,-8.0089,-34.8553,78.53,69,40,8.05,scattered clouds
540,Nadym,RU,65.5333,72.5167,34.65,93,53,11.16,broken clouds
541,Sorland,NO,67.667,12.6934,49.86,92,100,24.54,light rain
542,Otane,NZ,-39.8833,176.6333,65.01,57,100,14.18,light rain
543,Abu Dhabi,AE,24.4667,54.3667,86.02,71,0,4.61,clear sky
544,Mpika,ZM,-11.8343,31.4529,60.78,38,47,7.65,scattered clouds
545,Shenzhen,CN,22.5455,114.0683,87.13,85,66,9.98,broken clouds
546,Saint-Georges,GD,12.0564,-61.7485,80.28,83,20,6.91,few clouds
547,Anyksciai,LT,55.5256,25.1026,43.07,97,100,7.78,overcast clouds
548,Patancheru,IN,17.5314,78.265,74.26,86,100,6.73,overcast clouds
549,Aksu,CN,41.1231,80.2644,54.05,29,0,6.08,clear sky
550,Salihorsk,BY,52.7876,27.5415,43.75,96,56,11.79,broken clouds
551,Nuuk,GL,64.1835,-51.7216,36.88,86,100,16.11,overcast clouds
552,Ocala,US,29.1872,-82.1401,66.97,73,0,6.91,clear sky
553,Pandan,PH,14.0453,124.1694,83.82,78,100,6.29,overcast clouds
554,Khuzhir,RU,53.1939,107.3397,33.26,56,9,6.04,clear sky
555,Cabedelo,BR,-6.9811,-34.8339,75.45,80,28,9.24,scattered clouds
556,Norton,ZW,-17.8833,30.7,69.26,36,0,9.75,clear sky
557,Mogadishu,SO,2.0371,45.3438,76.86,86,42,9.55,scattered clouds
558,Los Banos,PH,14.1667,121.1833,82.87,73,100,5.7,overcast clouds
559,Bacolod,PH,10.6667,122.95,84.36,75,100,7.92,overcast clouds
560,Pattaya,TH,12.9333,100.8833,83.95,83,100,4.14,overcast clouds
561,Marystown,CA,47.1666,-55.1483,48.67,82,0,12.28,clear sky
562,Boa Vista,BR,2.8197,-60.6733,82.38,69,20,4.61,few clouds
563,Aginskoye,RU,51.1,114.53,30.78,58,22,11.5,few clouds
564,Forestville,US,38.8451,-76.875,50.95,94,75,13.8,light rain
565,Acari,PE,-15.4311,-74.6158,63.99,69,24,3.76,few clouds
566,Tual,ID,-5.6667,132.75,83.01,74,81,10.29,broken clouds
567,Noumea,NC,-22.2763,166.4572,78.78,57,0,12.55,clear sky
568,Nagapattinam,IN,10.7667,79.8333,81.55,73,100,7.94,heavy intensity rain
569,Magadan,RU,59.5667,150.8,29.53,78,100,6.04,overcast clouds
570,Weihe,CN,32.9952,105.3247,52.3,94,100,2.82,overcast clouds
571,Champlin,US,45.1889,-93.3975,71.01,60,0,4.61,clear sky
572,Macaubas,BR,-13.0194,-42.6986,74.41,59,39,3.38,scattered clouds
573,Abomey,BJ,7.1829,1.9912,71.56,96,100,3.69,overcast clouds
574,Teteven,BG,42.9167,24.2667,46.56,79,100,2.53,overcast clouds
575,Biograd Na Moru,HR,43.9433,15.4519,56.75,61,6,5.3,clear sky
576,Ebensee,AT,47.8072,13.779,49.95,71,7,4.99,clear sky
577,Panguna,PG,-6.3164,155.4848,84.49,49,88,3.91,overcast clouds
578,Salinas,US,36.6777,-121.6555,80.56,79,0,12.66,clear sky
579,Arroio Grande,BR,-32.2375,-53.0869,52.29,94,0,5.23,clear sky
580,Orange,US,33.7,-117.7675,87.39,74,7,4.0,clear sky
581,Sur,OM,22.5667,59.5289,78.55,67,82,6.53,broken clouds
582,Kalaleh,IR,37.3807,55.4916,72.28,29,0,2.21,clear sky
583,Jiuquan,CN,39.7432,98.5174,47.82,33,88,2.35,overcast clouds
584,Lubango,AO,-14.9172,13.4925,60.58,65,9,1.52,clear sky
585,Dalbandin,PK,28.8947,64.4101,70.61,12,0,3.47,clear sky
586,Nanao,JP,37.05,136.9667,63.28,78,100,8.95,moderate rain
587,Kasama,ZM,-10.2129,31.1808,60.89,41,91,4.41,overcast clouds
588,Talara,PE,-4.5772,-81.2719,63.55,87,98,19.53,overcast clouds
589,Pyay,MM,18.8167,95.2167,77.67,89,73,2.01,broken clouds
590,Wenatchee,US,47.4235,-120.3103,79.83,44,0,8.05,clear sky
591,Nichinan,JP,31.6,131.3667,81.21,70,8,3.47,clear sky
592,Songjianghe,CN,42.1859,127.479,38.34,33,0,3.36,clear sky
593,Oktyabrskiy,RU,54.4815,53.471,47.03,34,100,9.98,overcast clouds
594,Berdigestyakh,RU,62.0989,126.6992,26.13,74,100,11.48,overcast clouds
595,Xilagani,GR,40.9833,25.4167,52.9,68,7,6.35,clear sky
596,Badiraguato,MX,25.3667,-107.5167,73.27,90,16,0.72,few clouds
597,Svetlaya,RU,46.5389,138.3297,43.66,36,5,6.15,clear sky
598,Katiola,CI,8.1333,-5.1,72.28,94,100,2.62,overcast clouds
599,Platteville,US,42.7342,-90.4785,61.52,51,0,5.75,clear sky
600,Morondava,MG,-20.2833,44.2833,73.85,78,0,6.15,clear sky
601,Padang,ID,-0.9492,100.3543,76.12,87,100,4.99,heavy intensity rain
602,Havre-Saint-Pierre,CA,50.2334,-63.5986,46.76,93,100,4.61,overcast clouds
603,Lhokseumawe,ID,5.1801,97.1507,76.32,89,100,4.59,moderate rain
604,Toora-Khem,RU,52.4675,96.11,19.72,73,28,1.43,scattered clouds
605,Kenitra,MA,34.261,-6.5802,59.76,80,0,1.57,clear sky
606,Pointe Michel,DM,15.25,-61.3833,81.73,79,94,20.94,overcast clouds
607,Sokol,RU,59.4617,40.1206,49.03,96,100,6.26,light rain
608,Klichka,RU,50.4457,117.996,31.77,31,6,5.55,clear sky
609,Tura,IN,25.5198,90.2201,72.16,92,100,2.53,overcast clouds
610,Havoysund,NO,70.9963,24.6622,43.03,79,9,17.85,clear sky
611,Davila,PH,18.4726,120.5763,84.87,70,2,9.82,clear sky
612,Novaya Malykla,RU,54.2,49.95,48.88,52,100,10.38,light rain
613,Agadir,MA,30.4202,-9.5982,68.45,71,99,5.86,overcast clouds
614,Sete,FR,43.4018,3.6966,57.06,69,2,4.03,clear sky
615,Luganville,VU,-15.5333,167.1667,81.12,78,46,12.66,scattered clouds
616,Vana-Vigala,EE,58.7806,24.2522,41.9,90,100,2.89,overcast clouds
617,Honiara,SB,-9.4333,159.95,85.26,69,39,10.18,scattered clouds
618,Cauquenes,CL,-35.9671,-72.3225,46.15,92,11,3.2,few clouds
619,Guiratinga,BR,-16.3494,-53.7583,76.84,63,12,3.78,few clouds
620,Lubaczow,PL,50.157,23.1234,41.52,83,60,7.2,broken clouds
621,Vostochnyy,RU,55.8167,37.8667,45.99,84,100,6.33,overcast clouds
622,Ust-Omchug,RU,61.15,149.6333,17.83,89,100,11.52,light snow
623,Les Cayes,HT,18.2,-73.75,80.67,81,68,2.37,broken clouds
624,Sept-Iles,CA,50.2001,-66.3821,47.05,92,100,4.18,light rain
625,Ahipara,NZ,-35.1667,173.1667,60.3,66,100,14.36,overcast clouds
626,Sinjar,IQ,36.3209,41.8754,78.21,19,0,8.75,clear sky
627,Kisangani,CD,0.5167,25.2,69.85,99,100,1.9,light rain
628,Santa Rosalia,MX,27.3167,-112.2833,79.92,52,0,1.97,clear sky
629,Florida,US,28.7505,-82.5001,70.83,76,0,5.75,clear sky
630,Namibe,AO,-15.1961,12.1522,64.22,90,48,4.47,scattered clouds
631,Abu Kamal,SY,34.4506,40.9171,79.9,18,0,6.08,clear sky
632,Bayan,CN,46.0833,127.4,41.59,32,17,10.09,few clouds
633,Mathbaria,BD,22.2876,89.9593,79.3,90,76,5.14,broken clouds
634,Maun,BW,-19.9833,23.4167,73.22,18,0,4.76,clear sky
635,Verkhniye Kigi,RU,55.4083,58.6044,43.02,55,99,3.31,overcast clouds
636,Pringsewu,ID,-5.3582,104.9744,79.43,77,100,6.22,overcast clouds
637,Camapua,BR,-19.5314,-54.0439,79.81,50,2,3.13,clear sky
638,San Borja,BO,-14.8167,-66.85,79.72,63,39,3.47,scattered clouds
639,Dawei,MM,14.0833,98.2,78.33,87,96,3.27,overcast clouds
640,Douentza,ML,14.9951,-2.9517,88.12,36,6,6.53,clear sky
641,Point Fortin,TT,10.1833,-61.6833,79.9,78,96,8.32,overcast clouds
642,Nago,JP,26.5881,127.9761,84.45,71,4,7.05,clear sky
643,Wingham,CA,43.8879,-81.3114,53.4,82,8,3.85,clear sky
644,Mecca,SA,21.4267,39.8261,83.5,26,2,1.88,clear sky
645,Egvekinot,RU,66.3167,-179.1667,27.0,76,75,5.28,broken clouds
646,Moerai,PF,-22.4333,-151.3333,71.85,65,80,21.97,broken clouds
647,Zaysan,KZ,47.4667,84.8667,40.15,31,0,4.23,clear sky
648,Najran,SA,17.4924,44.1277,69.33,23,84,4.18,broken clouds
649,Brigantine,US,39.4101,-74.3646,61.0,97,100,13.8,mist
650,Krasnyy Oktyabr,RU,56.1167,38.8833,45.25,89,100,7.2,overcast clouds
651,Brenham,US,30.1669,-96.3977,78.04,36,0,0.0,clear sky
652,Lanxi,CN,29.2195,119.477,67.21,68,100,5.93,overcast clouds
653,Tocopilla,CL,-22.092,-70.1979,59.7,69,17,7.61,few clouds
654,Filingue,NE,14.3521,3.3168,89.87,43,84,9.01,broken clouds
655,Laguna,US,38.421,-121.4238,89.58,40,0,4.61,clear sky
656,Chalmette,US,29.9427,-89.9634,75.2,70,0,8.05,clear sky
657,Dalvik,IS,65.9702,-18.5286,41.27,94,100,10.78,overcast clouds
658,Changping,CN,40.2186,116.2197,51.44,19,45,3.69,scattered clouds
659,Singaraja,ID,-8.112,115.0882,82.9,71,74,3.74,broken clouds
660,Borogontsy,RU,62.6683,131.1683,27.25,63,29,9.26,scattered clouds
661,Flinders,AU,-34.5833,150.8552,62.19,80,100,1.99,moderate rain
662,Altamira,BR,-3.2033,-52.2064,79.21,58,15,3.06,few clouds
663,Shenkursk,RU,62.1091,42.896,45.12,97,88,4.29,overcast clouds
664,Timmins,CA,48.4669,-81.3331,56.82,86,100,5.35,overcast clouds
665,Nuevitas,CU,21.5453,-77.2644,77.76,75,75,5.53,broken clouds
666,El Alto,PE,-4.2714,-81.2147,62.08,85,100,20.98,overcast clouds
667,Pokhara,NP,28.2333,83.9833,68.59,96,100,3.02,overcast clouds
668,Bafq,IR,31.6128,55.4107,73.04,20,0,1.25,clear sky
669,Belyy Yar,RU,53.6039,91.3903,26.49,93,100,4.47,overcast clouds
670,Alice Springs,AU,-23.7,133.8833,74.75,46,0,4.61,clear sky
